id,case_number,date,block,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,latitude,longitude,home_game,gameday
1947052,HH130561,2002-01-16T18:13:04.000,051XX W DIVISION ST,THEFT,$500 AND UNDER,GROCERY FOOD STORE,True,False,1531,015,,,41.902259639,-87.75499998,True,False
1944691,HH130569,2002-01-16T18:10:00.000,073XX S PERRY AV,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,False,0731,007,,,41.760865388,-87.628063316,True,False
1952876,HH128942,2002-01-16T18:10:00.000,044XX W WALTON ST,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,OTHER,False,False,1111,011,,,41.897920333,-87.737162072,True,False
1951102,HH130548,2002-01-16T18:10:00.000,008XX N MICHIGAN AV,THEFT,$500 AND UNDER,DEPARTMENT STORE,True,False,1833,018,,,41.897895128,-87.624096605,True,False
1952889,HH130571,2002-01-16T18:10:00.000,044XX W VAN BUREN ST,BATTERY,SIMPLE,APARTMENT,False,True,1131,011,,,41.875133111,-87.736298051,True,False
1946013,HH130604,2002-01-16T18:10:00.000,066XX S PULASKI RD,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,0833,008,,,41.77198878,-87.722588143,True,False
1944046,HH130619,2002-01-16T18:10:00.000,022XX W HIGHLAND AV,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,False,False,2413,024,,,41.996897962,-87.685361342,True,False
1955144,HH130633,2002-01-16T18:09:11.000,066XX S BLACKSTONE AV,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,0321,003,,,41.773809509,-87.588805144,True,False
1953482,HH130614,2002-01-16T18:08:00.000,041XX S WENTWORTH AV,NARCOTICS,POSS: CRACK,STREET,True,False,0935,009,,,41.818720825,-87.631266192,True,False
1946107,HH130570,2002-01-16T18:06:14.000,051XX S EMERALD AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0934,009,,,41.800798771,-87.644089256,True,False
1943985,HH130705,2002-01-16T18:05:00.000,106XX S UNION AV,BATTERY,SIMPLE,STREET,False,False,2233,022,,,41.700734579,-87.640215344,True,False
1944235,HH130657,2002-01-16T18:04:00.000,045XX W BELMONT AV,THEFT,OVER $500,OTHER,False,False,1731,017,,,41.938900595,-87.741532899,True,False
1944747,HH130587,2002-01-16T18:00:00.000,064XX S LOWE AV,CRIMINAL TRESPASS,TO LAND,APARTMENT,True,False,0723,007,,,41.777309867,-87.640802922,True,False
1947422,HH133524,2002-01-16T18:00:00.000,090XX S EXCHANGE AV,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,0423,004,,,41.731430954,-87.552669707,True,False
1944795,HH130661,2002-01-16T18:00:00.000,024XX W 47 ST,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,False,True,0914,009,,,41.808426488,-87.685342121,True,False
1945734,HH130864,2002-01-16T18:00:00.000,066XX N BOSWORTH AV,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,"SCHOOL, PUBLIC, GROUNDS",False,False,2432,024,,,42.002478396,-87.66929687,True,False
1943781,HH131154,2002-01-16T18:00:00.000,013XX N HALSTED ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,1822,018,,,41.905483409,-87.64812943,True,False
1944672,HH130529,2002-01-16T18:00:00.000,058XX S DAMEN AV,ROBBERY,ATTEMPT: ARMED-HANDGUN,VACANT LOT/LAND,False,False,0715,007,,,41.787912286,-87.674130253,True,False
1952904,HH131269,2002-01-16T18:00:00.000,058XX N SHERIDAN RD,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,False,False,2022,020,,,41.988179091,-87.655328202,True,False
1943652,HH130585,2002-01-16T18:00:00.000,073XX S WESTERN AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0835,008,,,41.760301083,-87.683132557,True,False
1948672,HH135897,2002-01-16T18:00:00.000,077XX S PHILLIPS AV,THEFT,$500 AND UNDER,RESIDENCE,False,False,0421,004,,,41.754846673,-87.565081336,True,False
1944261,HH130550,2002-01-16T18:00:00.000,031XX W MONTROSE AV,CRIMINAL TRESPASS,TO LAND,RESTAURANT,True,False,1724,017,,,41.961189928,-87.707530029,True,False
1946056,HH130589,2002-01-16T18:00:00.000,009XX W 73 ST,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,False,False,0733,007,,,41.761499537,-87.648512509,True,False
1944385,HH131528,2002-01-16T18:00:00.000,039XX N JANSSEN AV,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1923,019,,,41.95296655,-87.665811265,True,False
1946088,HH130748,2002-01-16T18:00:00.000,054XX W GALE ST,THEFT,$500 AND UNDER,STREET,False,False,1623,016,,,41.970213157,-87.763994411,True,False
1949499,HH133820,2002-01-16T18:00:00.000,015XX S WESTERN AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1023,010,,,41.860946558,-87.685876725,True,False
1948274,HH132732,2002-01-16T18:00:00.000,082XX S VERNON AV,MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",STREET,False,False,0631,006,,,41.744696422,-87.61353522,True,False
1953092,HH139767,2002-01-16T18:00:00.000,013XX E 72 ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,False,True,0324,003,,,41.764185533,-87.59266619,True,False
1943869,HH131324,2002-01-16T18:00:00.000,034XX W DIVERSEY AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1412,014,,,41.931956164,-87.713670252,True,False
1948489,HH135516,2002-01-16T18:00:00.000,009XX W 35 ST,BURGLARY,FORCIBLE ENTRY,OTHER,False,False,0922,009,,,,,True,False
1943815,HH130780,2002-01-16T18:00:00.000,007XX N SANGAMON ST,THEFT,OVER $500,STREET,False,False,1323,012,,,41.895825282,-87.651160051,True,False
1946042,HH130574,2002-01-16T18:00:00.000,070XX S WENTWORTH AV,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,False,False,0731,007,,,41.766798264,-87.629805491,True,False
1953654,HH130540,2002-01-16T17:55:00.000,003XX W CHICAGO AV,NARCOTICS,POSS: CRACK,STREET,True,False,1823,018,,,41.896563253,-87.636496801,True,False
1976804,HH130795,2002-01-16T17:55:00.000,079XX S SOUTH SHORE DR,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,GROCERY FOOD STORE,True,False,0422,004,,,41.751528912,-87.548046864,True,False
1945319,HH130539,2002-01-16T17:51:39.000,001XX E PERSHING RD,ROBBERY,ATTEMPT: ARMED-OTHER FIREARM,STREET,True,True,0211,002,,,,,True,False
1945308,HH130524,2002-01-16T17:50:47.000,048XX S COTTAGE GROVE AV,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,False,False,0223,002,,,41.806719776,-87.60650325,True,False
1944742,HH131665,2002-01-16T17:50:00.000,004XX N WABASH AV,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,False,1834,018,,,41.888993854,-87.626934833,True,False
1944901,HH130544,2002-01-16T17:45:00.000,0000X W CHICAGO AV,ASSAULT,SIMPLE,OTHER,True,False,1832,018,,,41.896664035,-87.629175344,True,False
1946570,HH131385,2002-01-16T17:45:00.000,014XX N MONTICELLO AV,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2535,025,,,41.906838666,-87.71783297,True,False
1951940,HH130536,2002-01-16T17:41:56.000,035XX S STATE ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CHA PARKING LOT/GROUNDS,False,False,0211,002,,,41.82971866,-87.626596217,True,False
1943650,HH130551,2002-01-16T17:40:00.000,007XX S MICHIGAN AV,THEFT,OVER $500,HOTEL/MOTEL,False,False,0132,001,,,41.872709056,-87.624187857,True,False
1946883,HH130730,2002-01-16T17:40:00.000,039XX W MADISON ST,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),False,False,1122,011,,,41.880751096,-87.723855981,True,False
1944434,HH130530,2002-01-16T17:40:00.000,031XX N PARKSIDE AV,THEFT,OVER $500,STREET,False,False,2514,025,,,41.937712433,-87.767683335,True,False
1944036,HH130718,2002-01-16T17:35:00.000,015XX E 70 ST,ASSAULT,SIMPLE,STREET,False,False,0332,003,,,41.767869386,-87.587308588,True,False
1950857,HH130596,2002-01-16T17:35:00.000,049XX W THOMAS ST,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,True,False,1531,015,,,41.900483887,-87.74899185,True,False
1946043,HH130535,2002-01-16T17:35:00.000,051XX S NORDICA AV,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,0811,008,,,41.798210209,-87.797891727,True,False
1949877,HH131549,2002-01-16T17:31:00.000,0000X S LA SALLE ST,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,0112,001,,,41.881631341,-87.632355275,True,False
1946095,HH130611,2002-01-16T17:30:00.000,052XX S BISHOP ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,True,True,0933,009,,,41.798997637,-87.661074203,True,False
1944569,HH130541,2002-01-16T17:30:00.000,032XX N LECLAIRE AV,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PUBLIC, BUILDING",False,False,1634,016,,,41.939898633,-87.754281422,True,False
1943776,HH131090,2002-01-16T17:30:00.000,005XX N KINGSBURY ST,THEFT,OVER $500,OTHER,False,False,1831,018,,,41.890900247,-87.639397357,True,False
1944847,HH130790,2002-01-16T17:30:00.000,004XX W 101 PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2232,022,,,,,True,False
1944232,HH131462,2002-01-16T17:30:00.000,017XX N MAJOR AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,2531,025,,,41.911473664,-87.767999556,True,False
1946488,HH133607,2002-01-16T17:30:00.000,060XX S DAMEN AV,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,0714,007,,,41.784146563,-87.674033163,True,False
1945459,HH132749,2002-01-16T17:30:00.000,032XX S RACINE AV,BATTERY,SIMPLE,STREET,True,True,0924,009,,,41.834796683,-87.655933027,True,False
1944254,HH130601,2002-01-16T17:30:00.000,054XX N MARMORA AV,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1622,016,,,41.980423987,-87.77566157,True,False
1946171,HH131366,2002-01-16T17:30:00.000,028XX S ASHLAND AV,BURGLARY,UNLAWFUL ENTRY,FACTORY/MANUFACTURING BUILDING,False,False,0923,009,,,41.840293682,-87.665816577,True,False
1943944,HH130512,2002-01-16T17:30:00.000,091XX S STONY ISLAND AV,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,0413,004,,,41.729069527,-87.585478997,True,False
1952909,HH130599,2002-01-16T17:30:00.000,037XX W DIVISION ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1112,011,,,41.902729294,-87.71965036,True,False
1944357,HH130514,2002-01-16T17:30:00.000,014XX N FAIRFIELD AV,CRIMINAL DAMAGE,TO STATE SUP PROP,RESIDENCE,False,False,1423,014,,,41.907472544,-87.695696741,True,False
1947580,HH134138,2002-01-16T17:30:00.000,040XX W 83 ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,0834,008,,,41.742148709,-87.723391316,True,False
1943769,HH130883,2002-01-16T17:30:00.000,055XX W GLADYS AV,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1522,015,,,41.875657149,-87.762726768,True,False
1944534,HH130636,2002-01-16T17:25:00.000,038XX N LAMON AV,THEFT,$500 AND UNDER,ALLEY,False,False,1634,016,,,41.950309381,-87.749783212,True,False
1957125,HH130465,2002-01-16T17:25:00.000,0000X S WABASH AV,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,RESTAURANT,True,False,0123,001,,,41.881651236,-87.626200491,True,False
1947428,HH130508,2002-01-16T17:20:00.000,073XX N WESTERN AV,THEFT,$500 AND UNDER,BAR OR TAVERN,False,False,2411,024,,,42.014493615,-87.690227788,True,False
2007797,HH212347,2002-01-16T17:20:00.000,043XX N CICERO AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),False,False,1722,017,45,15,41.959125819,-87.747485772,True,False
1945848,HH130522,2002-01-16T17:18:59.000,099XX S PARNELL AV,BATTERY,SIMPLE,RESIDENCE,False,True,2232,022,,,41.713582953,-87.636945808,True,False
1945359,HH130478,2002-01-16T17:18:44.000,046XX W DIVERSEY AV,THEFT,$500 AND UNDER,DEPARTMENT STORE,False,False,2521,025,,,41.931582515,-87.742747165,True,False
1950967,HH130750,2002-01-16T17:10:00.000,080XX S BISHOP ST,NARCOTICS,POSS: CRACK,STREET,True,False,0612,006,,,41.747723579,-87.659729496,True,False
