id,case_number,date,block,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,latitude,longitude,home_game,gameday
14088690,JK121299,2026-01-19T21:50:00.000,010XX W 34TH PL,BATTERY,SIMPLE,RESIDENCE,False,True,0913,009,11,60,41.831592621,-87.651967257,True,False
14088052,JK121296,2026-01-19T21:45:00.000,054XX S ALBANY AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0923,009,14,63,41.794839818,-87.701152699,True,False
14088357,JK121313,2026-01-19T21:45:00.000,0000X W TERMINAL ST,BATTERY,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,1653,016,41,76,41.976762981,-87.900983721,True,False
14088032,JK121304,2026-01-19T21:44:00.000,050XX S COTTAGE GROVE AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,0223,002,20,38,41.802896506,-87.606425428,True,False
14087981,JK121286,2026-01-19T21:36:00.000,084XX S PULASKI RD,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,0834,008,18,70,41.739046224,-87.721577659,True,False
14088814,JK121998,2026-01-19T21:25:00.000,064XX N SHERIDAN RD,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2432,024,49,1,41.998734156,-87.660613118,True,False
14087970,JK121279,2026-01-19T21:25:00.000,092XX S UNIVERSITY AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,0413,004,8,47,41.727178835,-87.596117346,True,False
14087993,JK121275,2026-01-19T21:18:00.000,074XX S SANGAMON ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,0733,007,17,68,41.759083647,-87.647900454,True,False
14088010,JK121298,2026-01-19T21:00:00.000,007XX N RUSH ST,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,False,False,1834,018,2,8,41.895288367,-87.625473423,True,False
14088057,JK121344,2026-01-19T21:00:00.000,070XX S COTTAGE GROVE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0321,003,6,42,41.766979732,-87.605628695,True,False
14090453,JK124437,2026-01-19T21:00:00.000,013XX W WASHINGTON BLVD,THEFT,OVER $500,STREET,False,False,1224,012,27,28,41.882917205,-87.661072905,True,False
14088687,JK122300,2026-01-19T21:00:00.000,005XX E 33RD PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0211,002,4,35,41.83368122,-87.612439993,True,False
14088746,JK122346,2026-01-19T21:00:00.000,003XX N JEFFERSON ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1214,012,34,28,41.888519671,-87.64282025,True,False
14106937,JK144956,2026-01-19T21:00:00.000,108XX S WABASH AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,0513,005,9,49,41.697426476,-87.622055999,True,False
14088168,JK121477,2026-01-19T21:00:00.000,002XX E 48TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,0224,002,3,38,41.807500036,-87.620660001,True,False
14088038,JK121266,2026-01-19T20:57:00.000,035XX W MONROE ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,True,False,1123,011,28,27,41.879550766,-87.714415497,True,False
14088033,JK121256,2026-01-19T20:56:00.000,034XX W 62ND ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,0823,008,14,66,41.780712593,-87.70874897,True,False
14087960,JK121277,2026-01-19T20:49:00.000,019XX W CERMAK RD,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,STREET,True,False,1034,010,25,31,41.852200079,-87.674204673,True,False
14088029,JK121262,2026-01-19T20:48:00.000,010XX E 73RD ST,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,0324,003,5,69,41.762292246,-87.599982028,True,False
14087958,JK121258,2026-01-19T20:48:00.000,015XX S DRAKE AVE,ROBBERY,ARMED - HANDGUN,STREET,False,False,1021,010,24,29,41.859968372,-87.714017014,True,False
14087986,JK121269,2026-01-19T20:47:00.000,049XX W NORTH AVE,BATTERY,SIMPLE,ATHLETIC CLUB,False,False,2533,025,37,25,41.909588772,-87.748894125,True,False
14088006,JK121282,2026-01-19T20:47:00.000,027XX S SAWYER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1032,010,22,30,41.842186983,-87.706188075,True,False
14087969,JK121278,2026-01-19T20:36:00.000,026XX N CENTRAL AVE,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,2514,025,30,19,41.928890461,-87.766159024,True,False
14088123,JK121348,2026-01-19T20:30:00.000,074XX N CLARK ST,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,2422,024,49,1,42.016906591,-87.675365909,True,False
14087968,JK121270,2026-01-19T20:26:00.000,065XX W IRVING PARK RD,NARCOTICS,POSSESS - BARBITURATES,STREET,True,False,1632,016,38,17,41.952856198,-87.790085007,True,False
14087980,JK121291,2026-01-19T20:25:00.000,007XX S SPRINGFIELD AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1133,011,24,26,41.872178655,-87.722935067,True,False
14094529,JK129423,2026-01-19T20:20:00.000,015XX S DRAKE AVE,ROBBERY,ARMED - HANDGUN,STREET,False,False,1021,010,24,29,41.860061692,-87.714019784,True,False
14087868,JK121242,2026-01-19T20:20:00.000,040XX W IRVING PARK RD,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1732,017,45,16,41.953643409,-87.72801475,True,False
14088011,JK121245,2026-01-19T20:20:00.000,050XX S COTTAGE GROVE AVE,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,STREET,True,False,0223,002,20,38,41.803851632,-87.606443973,True,False
14088788,JK121464,2026-01-19T20:17:00.000,074XX S Princeton Ave,THEFT,$500 AND UNDER,RESIDENCE,False,False,0731,007,6,69,41.759073169,-87.63206699,True,False
14088536,JK122172,2026-01-19T20:15:00.000,070XX S SOUTH CHICAGO AVE,CRIMINAL DAMAGE,TO PROPERTY,CAR WASH,False,False,0322,003,6,69,41.766748442,-87.60680797,True,False
14088085,JK121284,2026-01-19T20:14:00.000,088XX S WALLACE ST,THEFT,OVER $500,APARTMENT,False,False,2223,022,21,71,41.733577585,-87.638682639,True,False
14088036,JK121249,2026-01-19T20:13:00.000,050XX N MARINE DR,ASSAULT,SIMPLE,APARTMENT,True,True,2024,020,48,3,41.974682388,-87.651495975,True,False
14088707,JK121253,2026-01-19T20:05:00.000,056XX N SHERIDAN RD,BATTERY,SIMPLE,APARTMENT,False,False,2022,020,48,77,41.984506698,-87.655216366,True,False
14088171,JK121239,2026-01-19T20:05:00.000,082XX S CHAMPLAIN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,0631,006,6,44,41.744965129,-87.608695245,True,False
14090003,JK123724,2026-01-19T20:00:00.000,081XX S CLYDE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0414,004,8,46,41.747081183,-87.573466668,True,False
14088224,JK121660,2026-01-19T20:00:00.000,030XX W LELAND AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1713,017,33,14,41.966660749,-87.70431054,True,False
14091024,JK121465,2026-01-19T20:00:00.000,026XX S MICHIGAN AVE,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,0133,001,3,35,41.845298749,-87.623628162,True,False
14087965,JK121252,2026-01-19T20:00:00.000,019XX W 21ST PL,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,1234,012,25,31,41.85311578,-87.674529292,True,False
14088494,JK122022,2026-01-19T20:00:00.000,018XX S WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1234,012,25,31,41.856280614,-87.685751265,True,False
14089805,JK123141,2026-01-19T19:55:00.000,006XX N LA SALLE DR,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1832,018,42,8,41.893469034,-87.632648229,True,False
14088977,JK122582,2026-01-19T19:50:00.000,012XX N CLYBOURN AVE,ASSAULT,SIMPLE,APARTMENT,False,False,1821,018,27,8,41.904579871,-87.640696598,True,False
14088050,JK121302,2026-01-19T19:30:00.000,033XX N WESTERN AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,False,False,1921,019,47,5,41.94219754,-87.688249516,True,False
14087854,JK121228,2026-01-19T19:25:00.000,049XX S KEDZIE AVE,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,0821,008,14,63,41.803194418,-87.703832357,True,False
14087852,JK121204,2026-01-19T19:18:00.000,009XX W RANDOLPH ST,THEFT,OVER $500,RESTAURANT,False,False,1224,012,27,28,41.884470215,-87.650337065,True,False
14087975,JK121198,2026-01-19T19:16:00.000,024XX W NORTH AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1434,014,1,24,41.910302064,-87.68885364,True,False
14088807,JK122149,2026-01-19T19:15:00.000,019XX N BISSELL ST,THEFT,OVER $500,RESIDENCE - GARAGE,False,False,1813,018,43,7,41.916975275,-87.652117945,True,False
14088074,JK121366,2026-01-19T19:15:00.000,103XX S EMERALD AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,2232,022,21,49,41.706086087,-87.641593438,True,False
14087955,JK121274,2026-01-19T19:10:00.000,059XX W DICKENS AVE,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,2515,025,36,19,41.917940767,-87.77338407,True,False
14088148,JK121433,2026-01-19T19:08:00.000,067XX S LAFLIN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0725,007,16,67,41.771272206,-87.661565398,True,False
14088338,JK121828,2026-01-19T19:00:00.000,030XX N SACRAMENTO AVE,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1411,014,35,21,41.93576532,-87.702614874,True,False
14088330,JK121595,2026-01-19T19:00:00.000,029XX N KILDARE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2523,025,31,20,41.934214539,-87.734857959,True,False
14091897,JK126100,2026-01-19T19:00:00.000,0000X W TERMINAL ST,ASSAULT,SIMPLE,AIRCRAFT,False,False,1652,016,41,76,41.9764212,-87.904976266,True,False
14087834,JK121181,2026-01-19T19:00:00.000,0000X W 111TH ST,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,False,0513,005,9,49,41.692576964,-87.623786349,True,False
14088064,JK121297,2026-01-19T19:00:00.000,062XX S PARK SHORE EAST CT,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0314,003,5,42,41.781992383,-87.587867199,True,False
14088881,JK122391,2026-01-19T19:00:00.000,003XX E ERIE ST,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,HOSPITAL BUILDING / GROUNDS,False,False,1834,018,2,8,41.894229934,-87.618962047,True,False
14087837,JK121203,2026-01-19T18:58:00.000,036XX N CENTRAL AVE,CRIMINAL TRESPASS,TO LAND,DRUG STORE,False,False,1633,016,30,15,41.946333032,-87.766772709,True,False
29023,JK121103,2026-01-19T18:57:00.000,022XX S MARSHALL BLVD,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1033,010,24,30,41.850858131,-87.699059846,True,False
14088481,JK122018,2026-01-19T18:57:00.000,038XX S WELLS ST,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,True,False,0915,009,3,34,41.823829746,-87.632465135,True,False
14087976,JK121174,2026-01-19T18:56:00.000,018XX W WABANSIA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,True,1434,014,32,24,41.91236882,-87.673453733,True,False
14087848,JK121182,2026-01-19T18:54:00.000,001XX W 95TH ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,0634,006,9,49,41.721689256,-87.626539467,True,False
14087964,JK121197,2026-01-19T18:53:00.000,029XX S FEDERAL ST,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,False,True,0133,001,3,35,41.841471897,-87.629204627,True,False
14087814,JK121199,2026-01-19T18:52:00.000,002XX E HURON ST,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING / GROUNDS,True,False,1834,018,2,8,41.895002822,-87.621454706,True,False
14099181,JK135587,2026-01-19T18:48:00.000,025XX W 59TH ST,DECEPTIVE PRACTICE,COMPUTER FRAUD,OTHER (SPECIFY),False,False,0824,008,16,66,41.786514249,-87.686959851,True,False
14087827,JK121177,2026-01-19T18:40:00.000,001XX S CLINTON ST,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,0121,001,34,28,41.880002373,-87.641134667,True,False
14091399,JK125368,2026-01-19T18:40:00.000,061XX N LINCOLN AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1711,017,50,13,41.994019837,-87.713281946,True,False
14089713,JK123651,2026-01-19T18:35:00.000,063XX S COTTAGE GROVE AVE,DECEPTIVE PRACTICE,WIC FRAUD,SMALL RETAIL STORE,False,False,0312,003,20,42,41.779457059,-87.605909273,True,False
14089279,JK122988,2026-01-19T18:30:00.000,087XX S SAGINAW AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,0423,004,7,46,41.736580297,-87.559718964,True,False
14089781,JK122836,2026-01-19T18:30:00.000,019XX W Barry Ave,THEFT,OVER $500,STREET,False,False,1931,019,32,5,41.937769467,-87.676823226,True,False
14087791,JK121166,2026-01-19T18:29:00.000,006XX W DIVISION ST,THEFT,$500 AND UNDER,RESIDENCE,False,True,1822,018,27,8,41.903688803,-87.644938031,True,False
14087815,JK121159,2026-01-19T18:26:00.000,046XX N BROADWAY,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1914,019,46,3,41.965919022,-87.657803581,True,False
14087777,JK121138,2026-01-19T18:12:00.000,064XX W IRVING PARK RD,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,True,False,1632,016,38,17,41.952901742,-87.787536961,True,False
14087995,JK121214,2026-01-19T18:10:00.000,083XX S HOLLAND RD,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0622,006,21,44,41.742656445,-87.632018466,True,False
14087850,JK121207,2026-01-19T18:08:00.000,049XX W HUBBARD ST,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False,1532,015,37,25,41.888659323,-87.749066571,True,False
14087766,JK121161,2026-01-19T18:05:00.000,086XX S MARYLAND AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,0632,006,8,44,41.737635982,-87.603633447,True,False
14087801,JK121148,2026-01-19T18:03:00.000,002XX W 87TH ST,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,False,0622,006,21,44,41.736148121,-87.629070243,True,False
14087786,JK121131,2026-01-19T18:01:00.000,028XX W 31ST ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,VEHICLE NON-COMMERCIAL,True,False,1033,010,25,30,41.837400134,-87.69606254,True,False
14088314,JK121792,2026-01-19T18:00:00.000,049XX S DREXEL BLVD,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0222,002,4,39,41.805470526,-87.603810519,True,False
14088008,JK121221,2026-01-19T17:55:00.000,070XX S COTTAGE GROVE AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,0321,003,6,42,41.76680404,-87.605619683,True,False
14087799,JK121155,2026-01-19T17:47:00.000,057XX W CHICAGO AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1511,015,29,25,41.894807608,-87.768499157,True,False
14087749,JK121126,2026-01-19T17:40:00.000,036XX E 104TH ST,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,0432,004,10,52,41.706390215,-87.534859592,True,False
14087811,JK121153,2026-01-19T17:40:00.000,012XX S LAKE SHORE DR SB,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,0132,001,4,33,41.867116025,-87.619275002,True,False
14089747,JK123505,2026-01-19T17:35:00.000,004XX S WESTERN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,False,1135,011,28,28,41.875229772,-87.686253982,True,False
14087862,JK121107,2026-01-19T17:32:00.000,064XX N DAMEN AVE,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,False,True,2412,024,50,2,41.998663204,-87.680163541,True,False
14087956,JK121105,2026-01-19T17:32:00.000,056XX S JUSTINE ST,BATTERY,SIMPLE,APARTMENT,False,True,0713,007,16,67,41.791601009,-87.663289376,True,False
14087767,JK121102,2026-01-19T17:30:00.000,005XX E 89TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0633,006,8,44,41.731990869,-87.611006296,True,False
14088629,JK122279,2026-01-19T17:30:00.000,077XX S EXCHANGE AVE,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,CONVENIENCE STORE,False,False,0421,004,7,43,41.755289122,-87.556195869,True,False
14087771,JK121136,2026-01-19T17:30:00.000,053XX N DELPHIA AVE,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1614,016,41,76,41.976282242,-87.841541839,True,False
14087830,JK121206,2026-01-19T17:30:00.000,036XX E 104TH ST,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,0432,004,10,52,41.706390215,-87.534859592,True,False
14094029,JK128981,2026-01-19T17:30:00.000,048XX S RICHMOND ST,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,False,False,0922,009,14,58,41.805867097,-87.697805591,True,False
14091988,JK126273,2026-01-19T17:30:00.000,016XX N FAIRFIELD AVE,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,1421,014,26,24,41.910818232,-87.695781008,True,False
14087851,JK121116,2026-01-19T17:30:00.000,075XX S STONY ISLAND AVE,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING / GROUNDS,False,False,0411,004,8,43,41.757630995,-87.585708249,True,False
14087764,JK121110,2026-01-19T17:26:00.000,034XX W OGDEN AVE,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1024,010,24,29,41.855660842,-87.711654268,True,False
14110976,JK149643,2026-01-19T17:20:00.000,001XX N STATE ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,0111,001,34,32,41.883475491,-87.627876969,True,False
14090654,JK123472,2026-01-19T17:19:00.000,002XX S WABASH AVE,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,0113,001,34,32,41.87908482,-87.626111281,True,False
14087828,JK121087,2026-01-19T17:17:00.000,030XX W JACKSON BLVD,ASSAULT,SIMPLE,APARTMENT,False,True,1124,011,28,27,41.877364077,-87.701900603,True,False
14087743,JK121080,2026-01-19T17:16:00.000,065XX W DIVERSEY AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,2512,025,36,19,41.930946496,-87.788962647,True,False
14088039,JK121091,2026-01-19T17:15:00.000,012XX W ROOSEVELT RD,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1233,012,28,28,41.866988841,-87.657205006,True,False
14087865,JK121082,2026-01-19T17:09:00.000,047XX N CENTRAL PARK AVE,CRIMINAL TRESPASS,TO LAND,APARTMENT,False,True,1723,017,33,14,41.967466099,-87.718224147,True,False
14087789,JK121139,2026-01-19T17:03:00.000,024XX N HARLEM AVE,THEFT,$500 AND UNDER,DEPARTMENT STORE,False,False,2512,025,29,18,41.924646922,-87.806272375,True,False
14087822,JK121118,2026-01-19T17:00:00.000,049XX W GLADYS AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1533,015,29,25,41.875839414,-87.748228669,True,False
14088599,JK122124,2026-01-19T17:00:00.000,058XX N MARMORA AVE,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1622,016,45,11,41.98672898,-87.774289744,True,False
14090364,JK124395,2026-01-19T17:00:00.000,032XX N SPRINGFIELD AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1732,017,30,21,41.940223506,-87.724771216,True,False
14088640,JK122226,2026-01-19T17:00:00.000,008XX W WELLINGTON AVE,THEFT,POCKET-PICKING,HOSPITAL BUILDING / GROUNDS,False,False,1933,019,44,6,41.936335635,-87.650710119,True,False
14087841,JK121202,2026-01-19T17:00:00.000,015XX W FULLERTON AVE,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1932,019,32,7,41.925174426,-87.666508943,True,False
14088049,JK121312,2026-01-19T17:00:00.000,018XX N LOREL AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2532,025,37,25,41.913473116,-87.759480251,True,False
14088493,JK121178,2026-01-19T17:00:00.000,023XX S TROY ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1033,010,25,30,41.849051836,-87.703944529,True,False
14088863,JK121070,2026-01-19T17:00:00.000,075XX S ASHLAND AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,0611,006,17,71,41.756689862,-87.663593994,True,False
14090529,JK124688,2026-01-19T17:00:00.000,065XX S CAMPBELL AVE,THEFT,$500 AND UNDER,RESIDENCE,False,True,0832,008,16,66,41.775125329,-87.685967055,True,False
14088226,JK121674,2026-01-19T17:00:00.000,027XX W ROOSEVELT RD,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,1135,011,28,29,41.866517317,-87.695178701,True,False
14087739,JK121104,2026-01-19T16:50:00.000,044XX W MONTANA ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,2524,025,31,20,41.925357923,-87.737303565,True,False
14087727,JK121051,2026-01-19T16:50:00.000,059XX N BROADWAY,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,2433,024,48,77,41.990271837,-87.660275533,True,False
14088829,JK122003,2026-01-19T16:43:00.000,014XX N KINGSBURY ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1822,018,27,8,41.906600961,-87.65054206,True,False
14088189,JK121032,2026-01-19T16:38:00.000,067XX S ELIZABETH ST,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE,False,False,0724,007,17,67,41.771379267,-87.655497247,True,False
14087861,JK121085,2026-01-19T16:34:00.000,039XX W FILLMORE ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,1132,011,24,29,41.868004983,-87.724032136,True,False
14088525,JK121233,2026-01-19T16:32:00.000,054XX W AGATITE AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,True,1623,016,45,15,41.961440167,-87.763491588,True,False
14087940,JK121094,2026-01-19T16:31:00.000,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,0234,002,4,41,41.802101704,-87.587747851,True,False
14090406,JK124505,2026-01-19T16:30:00.000,048XX S DREXEL BLVD,BATTERY,SIMPLE,RESIDENCE,False,False,0222,002,4,39,41.807067906,-87.603843747,True,False
14088190,JK121561,2026-01-19T16:30:00.000,031XX N BROADWAY,THEFT,$500 AND UNDER,RESTAURANT,False,False,1934,019,44,6,41.938127956,-87.644336209,True,False
14087755,JK121057,2026-01-19T16:30:00.000,033XX N SHEFFIELD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1924,019,44,6,41.942291946,-87.654178895,True,False
14088267,JK121520,2026-01-19T16:30:00.000,060XX S VERNON AVE,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,False,0313,003,20,42,41.785268355,-87.614452924,True,False
14087991,JK121158,2026-01-19T16:30:00.000,036XX E 104TH ST,ASSAULT,SIMPLE,APARTMENT,False,False,0432,004,10,52,41.706390215,-87.534859592,True,False
14087721,JK121075,2026-01-19T16:30:00.000,038XX N LINCOLN AVE,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,1922,019,47,5,41.951783025,-87.677102205,True,False
14087790,JK121058,2026-01-19T16:27:00.000,025XX S SPAULDING AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,1024,010,25,30,41.845841343,-87.707514006,True,False
14087717,JK121004,2026-01-19T16:25:00.000,008XX N HOMAN AVE,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,011,27,23,41.895772414,-87.711445388,True,False
14087967,JK121014,2026-01-19T16:22:00.000,0000X N WABASH AVE,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False,0112,001,34,32,41.882364871,-87.626222,True,False
14087826,JK121036,2026-01-19T16:20:00.000,079XX S BISHOP ST,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,True,False,0612,006,17,71,41.749397869,-87.659774291,True,False
14088818,JK121983,2026-01-19T16:15:00.000,023XX W FARWELL AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2411,024,40,2,42.006280195,-87.688746797,True,False
14087860,JK120988,2026-01-19T16:14:00.000,078XX S ASHLAND AVE,BATTERY,SIMPLE,SMALL RETAIL STORE,False,True,0611,006,17,71,41.751200475,-87.663460492,True,False
