id,case_number,date,block,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,latitude,longitude,home_game,gameday
14091973,JK126426,2026-01-23T21:00:00.000,052XX N ROCKWELL ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2011,020,40,4,41.97608263,-87.694063972,True,False
14091869,JK126035,2026-01-23T21:00:00.000,050XX N MASON AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1622,016,45,11,41.97324348,-87.777014996,True,False
14091835,JK126033,2026-01-23T21:00:00.000,087XX S CARPENTER ST,ASSAULT,SIMPLE,RESIDENCE,False,False,2222,022,21,71,41.735268229,-87.649688874,True,False
14091415,JK125648,2026-01-23T21:00:00.000,001XX E 133RD ST,ASSAULT,SIMPLE,RESIDENCE,False,True,0533,005,9,54,41.653588541,-87.618539006,True,False
14091853,JK126110,2026-01-23T21:00:00.000,026XX N MAJOR AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,2514,025,30,19,41.928106497,-87.768565646,True,False
14092011,JK126348,2026-01-23T21:00:00.000,017XX N TROY ST,THEFT,FROM BUILDING,RESIDENCE,False,False,1421,014,26,23,41.912557986,-87.705727456,True,False
14095722,JK131101,2026-01-23T21:00:00.000,005XX N DRAKE AVE,THEFT,$500 AND UNDER,RESIDENCE,False,False,1121,011,27,23,41.890890177,-87.714959787,True,False
14091699,JK125951,2026-01-23T21:00:00.000,016XX W WAVELAND AVE,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1922,019,47,6,41.948803362,-87.669560141,True,False
14091509,JK125682,2026-01-23T20:54:00.000,024XX W 21ST ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1023,010,28,31,41.853876705,-87.686249021,True,False
14093845,JK128585,2026-01-23T20:45:00.000,069XX S CRANDON AVE,THEFT,THEFT FROM MOTOR VEHICLE,APARTMENT,False,False,0331,003,5,43,41.76900609,-87.569850165,True,False
14093685,JK128139,2026-01-23T20:45:00.000,051XX W BERTEAU AVE,THEFT,OVER $500,RESIDENCE,False,False,1624,016,38,15,41.956972744,-87.755288658,True,False
14091581,JK125658,2026-01-23T20:42:00.000,043XX N CENTRAL AVE,THEFT,RETAIL THEFT,DRUG STORE,False,False,1624,016,45,15,41.959891679,-87.767222504,True,False
14091624,JK125845,2026-01-23T20:30:00.000,109XX S VERNON AVE,THEFT,$500 AND UNDER,STREET,False,False,0513,005,9,49,41.695545777,-87.612234426,True,False
14093678,JK127917,2026-01-23T20:30:00.000,053XX S KIMBARK AVE,THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,False,False,0234,002,5,41,41.798926848,-87.595013189,True,False
14091423,JK125646,2026-01-23T20:30:00.000,077XX S LOWE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0621,006,17,71,41.753830342,-87.640461666,True,False
14091461,JK125643,2026-01-23T20:20:00.000,105XX S HALSTED ST,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,2233,022,21,73,41.702582751,-87.642700284,True,False
14091411,JK125644,2026-01-23T20:17:00.000,005XX E 103RD ST,NARCOTICS,POSSESS - HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,0512,005,9,49,41.707357722,-87.6109818,True,False
14091359,JK125625,2026-01-23T20:15:00.000,002XX E GARFIELD BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0231,002,3,40,41.794731271,-87.620277064,True,False
14091410,JK125635,2026-01-23T20:15:00.000,046XX W NORTH AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,2533,025,37,25,41.909664252,-87.742728815,True,False
14091450,JK125623,2026-01-23T20:10:00.000,111XX S HOMEWOOD AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,2212,022,19,75,41.691016103,-87.669837199,True,False
14091823,JK126164,2026-01-23T20:03:00.000,072XX S CHAMPLAIN AVE,THEFT,$500 AND UNDER,RESIDENCE,False,True,0323,003,6,69,41.763181992,-87.609161079,True,False
14091824,JK126109,2026-01-23T20:00:00.000,002XX W 27TH ST,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,0914,009,11,34,41.844055038,-87.633374814,True,False
14091447,JK125680,2026-01-23T20:00:00.000,063XX S JUSTINE ST,THEFT,$500 AND UNDER,STREET,False,True,0725,007,16,67,41.778665283,-87.662965763,True,False
14092131,JK126159,2026-01-23T20:00:00.000,007XX S Claremont Ave,THEFT,OVER $500,STREET,False,False,1225,012,28,28,41.872272459,-87.684969362,True,False
14091667,JK125930,2026-01-23T20:00:00.000,022XX N BURLING ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1812,018,43,7,41.92277079,-87.647459457,True,False
14092041,JK126451,2026-01-23T20:00:00.000,099XX S LOWE AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2232,022,21,73,41.713386276,-87.639365235,True,False
14093267,JK127980,2026-01-23T20:00:00.000,076XX S VINCENNES AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,0623,006,17,69,41.756091788,-87.632341337,True,False
14093919,JK127974,2026-01-23T20:00:00.000,007XX S FINANCIAL PL,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,0123,001,34,32,41.872461359,-87.632565629,True,False
14092086,JK126334,2026-01-23T20:00:00.000,003XX E NORTH WATER ST,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,HOTEL / MOTEL,False,False,1834,018,42,8,41.889561428,-87.620196651,True,False
14091979,JK126385,2026-01-23T20:00:00.000,026XX W CULLERTON ST,THEFT,THEFT FROM MOTOR VEHICLE,ALLEY,False,False,1023,010,25,30,41.854725315,-87.691742757,True,False
14115587,JK155272,2026-01-23T20:00:00.000,008XX W SHERIDAN RD,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,1923,019,46,6,41.952729665,-87.650726382,True,False
14091404,JK125626,2026-01-23T19:53:00.000,015XX E 76TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0411,004,8,43,41.756012017,-87.586998794,True,False
14091458,JK125624,2026-01-23T19:49:00.000,0000X W 103RD PL,ASSAULT,SIMPLE,APARTMENT,False,True,0512,005,9,49,41.706239145,-87.62437957,True,False
14091501,JK125616,2026-01-23T19:44:00.000,079XX S INGLESIDE AVE,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,False,True,0624,006,8,44,41.750589446,-87.601529817,True,False
14091433,JK125659,2026-01-23T19:35:00.000,053XX W CHICAGO AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1524,015,37,25,41.894907524,-87.758768643,True,False
14092571,JK127045,2026-01-23T19:30:00.000,003XX E NORTH WATER ST,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1834,018,42,8,41.889561428,-87.620196651,True,False
14091929,JK126345,2026-01-23T19:30:00.000,016XX E 83RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,False,False,0412,004,8,45,41.744215529,-87.584662003,True,False
14091422,JK125608,2026-01-23T19:30:00.000,053XX N BROADWAY,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2023,020,48,77,41.978991238,-87.659941972,True,False
14091344,JK125605,2026-01-23T19:29:00.000,019XX W DIVISION ST,BATTERY,SIMPLE,STREET,False,False,1424,014,1,24,41.903216162,-87.675733667,True,False
14093215,JK127397,2026-01-23T19:26:00.000,0000X W TERMINAL ST,THEFT,RETAIL THEFT,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,1655,016,41,76,41.974861952,-87.890372151,True,False
14091356,JK125610,2026-01-23T19:20:00.000,006XX N HOMAN AVE,BATTERY,SIMPLE,STREET,False,False,1121,011,27,23,41.892319584,-87.711339316,True,False
14091417,JK125594,2026-01-23T19:16:00.000,055XX N WINTHROP AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2023,020,48,77,41.982456621,-87.657981882,True,False
14091810,JK125661,2026-01-23T19:15:00.000,072XX S DOBSON AVE,BATTERY,SIMPLE,SIDEWALK,False,False,0324,003,5,69,41.763405583,-87.599419537,True,False
