id,case_number,date,block,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,latitude,longitude,home_game,gameday
14085580,JK117805,2026-01-15T19:30:00.000,019XX W MADISON ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SPORTS ARENA / STADIUM,False,False,1223,012,27,28,41.881348623,-87.674525788,True,False
14085583,JK118053,2026-01-15T19:30:00.000,014XX W HUBBARD ST,THEFT,OVER $500,STREET,False,False,1215,012,27,24,41.889930831,-87.664249669,True,False
14084918,JK117434,2026-01-15T19:30:00.000,077XX S PHILLIPS AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,0421,004,7,43,41.754402034,-87.565071979,True,False
14084553,JK117164,2026-01-15T19:20:00.000,002XX N GREEN ST,THEFT,OVER $500,RESTAURANT,False,False,1214,012,27,28,41.886035383,-87.648653112,True,False
14085214,JK117754,2026-01-15T19:18:00.000,002XX E 107TH ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,ALLEY,True,True,0513,005,9,49,41.699949756,-87.617835412,True,False
14084674,JK117131,2026-01-15T19:18:00.000,109XX S DOTY AVE W,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,0513,005,9,50,41.69598756,-87.596649418,True,False
14084621,JK117149,2026-01-15T19:15:00.000,012XX N STATE PKWY,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1824,018,2,8,41.90416925,-87.628685126,True,False
14084685,JK117229,2026-01-15T19:15:00.000,003XX N CARPENTER ST,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,012,27,28,41.888077697,-87.653372561,True,False
14085642,JK118013,2026-01-15T19:12:00.000,014XX N SEDGWICK ST,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,1821,018,27,8,41.908296032,-87.638503637,True,False
14086368,JK118861,2026-01-15T19:04:00.000,076XX S CICERO AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,0833,008,18,65,41.754592961,-87.741528537,True,False
14084714,JK117157,2026-01-15T19:03:00.000,039XX N PACIFIC AVE,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,True,1631,016,38,17,41.951460526,-87.826954381,True,False
14087920,JK120439,2026-01-15T19:01:00.000,076XX S CICERO AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,0833,008,18,65,41.754592961,-87.741528537,True,False
29014,JK117091,2026-01-15T19:01:00.000,021XX S PULASKI RD,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1014,010,24,29,41.853066539,-87.724794257,True,False
14084511,JK117119,2026-01-15T19:00:00.000,078XX S EMERALD AVE,ASSAULT,SIMPLE,STREET,False,False,0621,006,17,71,41.752121348,-87.64285849,True,False
14084789,JK117258,2026-01-15T19:00:00.000,003XX N LA SALLE DR,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,1831,018,42,8,41.888778301,-87.632512191,True,False
14085167,JK117611,2026-01-15T19:00:00.000,104XX S STATE ST,THEFT,THEFT FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,False,False,0512,005,9,49,41.703908823,-87.623427404,True,False
14084985,JK117464,2026-01-15T19:00:00.000,043XX N WHIPPLE ST,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1724,017,33,16,41.960128088,-87.704547597,True,False
14084688,JK117115,2026-01-15T19:00:00.000,021XX S WABASH AVE,BATTERY,SIMPLE,RESTAURANT,False,False,0131,001,3,33,41.853694113,-87.625517469,True,False
14084570,JK117185,2026-01-15T19:00:00.000,002XX S STATE ST,BATTERY,SIMPLE,CTA PLATFORM,True,False,0113,001,34,32,41.878638996,-87.627691486,True,False
14086843,JK119813,2026-01-15T19:00:00.000,001XX E GARFIELD BLVD,THEFT,$500 AND UNDER,STREET,False,False,0231,002,3,40,41.79470542,-87.621861584,True,False
14092935,JK127489,2026-01-15T19:00:00.000,001XX E WALTON PL,STALKING,SIMPLE,HOTEL / MOTEL,False,False,1833,018,2,8,41.90002373,-87.62305924,True,False
14085930,JK118678,2026-01-15T19:00:00.000,066XX N BOSWORTH AVE,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,SCHOOL - PUBLIC GROUNDS,False,False,2432,024,49,1,42.002478396,-87.66929687,True,False
14084736,JK117137,2026-01-15T19:00:00.000,034XX W NORTH AVE,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,1422,014,26,23,41.910047443,-87.71236858,True,False
14085414,JK117111,2026-01-15T18:53:00.000,071XX S WOODLAWN AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0324,003,5,69,41.764724491,-87.59581965,True,False
14084778,JK117136,2026-01-15T18:46:00.000,064XX S WOLCOTT AVE,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0726,007,15,67,41.777065079,-87.6714367,True,False
14084677,JK117122,2026-01-15T18:45:00.000,015XX S KOLIN AVE,ROBBERY,ARMED - HANDGUN,APARTMENT,False,False,1012,010,24,29,41.859986969,-87.733549927,True,False
14084917,JK117427,2026-01-15T18:45:00.000,075XX S ELLIS AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0624,006,8,69,41.757937588,-87.600497077,True,False
14094263,JK129349,2026-01-15T18:45:00.000,061XX N BROADWAY,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,2433,024,48,77,41.993043969,-87.660360363,True,False
14084588,JK117106,2026-01-15T18:42:00.000,027XX N MARMORA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2514,025,30,19,41.930210791,-87.773500946,True,False
14084782,JK117133,2026-01-15T18:40:00.000,087XX S COTTAGE GROVE AVE,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,CTA BUS,False,False,0632,006,8,44,41.736422269,-87.604815966,True,False
14090199,JK124152,2026-01-15T18:30:00.000,014XX W CATALPA AVE,BATTERY,SIMPLE,BAR OR TAVERN,False,False,2013,020,48,77,41.9816899,-87.667188468,True,False
14086016,JK118821,2026-01-15T18:30:00.000,035XX W CORTLAND ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1422,014,26,22,41.915479029,-87.71556018,True,False
14085552,JK117823,2026-01-15T18:30:00.000,008XX W FULTON MARKET,THEFT,FROM BUILDING,RESTAURANT,False,False,1214,012,27,28,41.886776841,-87.649199738,True,False
14084903,JK117419,2026-01-15T18:30:00.000,050XX S CORNELL AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0222,002,5,39,41.804115983,-87.586477467,True,False
14084666,JK117142,2026-01-15T18:24:00.000,031XX W OGDEN AVE,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,1022,010,24,29,41.858213965,-87.704772409,True,False
14084567,JK117105,2026-01-15T18:24:00.000,032XX W ARMITAGE AVE,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,False,1413,014,26,22,41.917371725,-87.70931778,True,False
14084746,JK117175,2026-01-15T18:17:00.000,022XX S WESTERN AVE,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1034,010,28,31,41.850714435,-87.685605538,True,False
14085021,JK117448,2026-01-15T18:15:00.000,010XX S OAKLEY BLVD,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1225,012,28,28,41.868675507,-87.683647278,True,False
14084456,JK117067,2026-01-15T18:10:00.000,007XX W JACKSON BLVD,ASSAULT,SIMPLE,CTA BUS,False,False,0121,001,34,28,41.87798283,-87.644365761,True,False
14084730,JK117079,2026-01-15T18:09:00.000,066XX S KENWOOD AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,0321,003,20,42,41.774516813,-87.592939605,True,False
14084484,JK117060,2026-01-15T18:08:00.000,072XX S CHAMPLAIN AVE,ASSAULT,SIMPLE,APARTMENT,False,True,0323,003,6,69,41.763162783,-87.609161295,True,False
14084519,JK117129,2026-01-15T18:00:00.000,062XX N CLAREMONT AVE,BATTERY,SIMPLE,SIDEWALK,False,False,2413,024,50,2,41.994901818,-87.688574689,True,False
14085066,JK117666,2026-01-15T18:00:00.000,031XX N CHRISTIANA AVE,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1412,014,35,21,41.938268426,-87.711234818,True,False
14086145,JK118863,2026-01-15T18:00:00.000,082XX S SANGAMON ST,THEFT,OVER $500,APARTMENT,False,False,0613,006,17,71,41.744594124,-87.647508597,True,False
14084910,JK117415,2026-01-15T18:00:00.000,052XX W OHIO ST,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1524,015,37,25,41.891190162,-87.756249409,True,False
14084692,JK117194,2026-01-15T18:00:00.000,0000X N MICHIGAN AVE,THEFT,$500 AND UNDER,RESTAURANT,False,False,0112,001,34,32,41.88249622,-87.624380767,True,False
14084545,JK117140,2026-01-15T18:00:00.000,071XX S SOUTH SHORE DR,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,False,False,0334,003,7,43,41.766161865,-87.562692028,True,False
14084687,JK117205,2026-01-15T18:00:00.000,001XX N STATE ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,False,0111,001,34,32,41.883500187,-87.627876698,True,False
14084532,JK117150,2026-01-15T18:00:00.000,001XX E PEARSON ST,THEFT,OVER $500,HOTEL / MOTEL,False,False,1833,018,2,8,41.897596067,-87.623218373,True,False
14084868,JK117375,2026-01-15T18:00:00.000,078XX S COLES AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,0421,004,7,43,41.75375771,-87.552135344,True,False
14085729,JK117233,2026-01-15T18:00:00.000,044XX S PRAIRIE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0215,002,3,38,41.813954218,-87.619719067,True,False
14098379,JK134537,2026-01-15T18:00:00.000,030XX N CICERO AVE,DECEPTIVE PRACTICE,BOGUS CHECK,AUTO / BOAT / RV DEALERSHIP,False,False,2521,025,31,19,41.936468762,-87.746792726,True,False
14085627,JK117989,2026-01-15T18:00:00.000,111XX S HOMEWOOD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2212,022,19,75,41.690955773,-87.669845142,True,False
14086855,JK119859,2026-01-15T18:00:00.000,061XX S UNIVERSITY AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,0314,003,20,42,41.783544423,-87.597895619,True,False
14084956,JK117438,2026-01-15T18:00:00.000,031XX W ARGYLE ST,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1713,017,33,14,41.972108675,-87.7064413,True,False
14084592,JK117065,2026-01-15T17:58:00.000,036XX S DEARBORN ST,THEFT,$500 AND UNDER,SIDEWALK,False,False,0213,002,3,35,41.829028837,-87.6277706,True,False
14084487,JK117033,2026-01-15T17:44:00.000,037XX W 28TH ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,VEHICLE NON-COMMERCIAL,True,False,1031,010,22,30,41.840676663,-87.717674739,True,False
14090680,JK123868,2026-01-15T17:40:00.000,022XX S WESTERN AVE,THEFT,OVER $500,RESIDENCE,False,False,1034,010,28,31,41.851469209,-87.685623616,True,False
14084527,JK117163,2026-01-15T17:38:00.000,054XX N EAST RIVER RD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1614,016,41,76,41.977848233,-87.84646896,True,False
14084934,JK117469,2026-01-15T17:30:00.000,071XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0323,003,6,69,41.764640536,-87.621669671,True,False
14087781,JK120973,2026-01-15T17:30:00.000,080XX S VERNON AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0631,006,6,44,41.748443055,-87.613639952,True,False
14084745,JK117032,2026-01-15T17:30:00.000,015XX W 81ST ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0612,006,17,71,41.746742386,-87.661352124,True,False
14084884,JK117385,2026-01-15T17:30:00.000,051XX S CALUMET AVE,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,0231,002,3,40,41.801131542,-87.61772683,True,False
14084486,JK117009,2026-01-15T17:20:00.000,048XX N WESTERN AVE,THEFT,RETAIL THEFT,DRUG STORE,False,False,2031,020,47,4,41.968891468,-87.68891427,True,False
14084585,JK117156,2026-01-15T17:14:00.000,064XX S DREXEL AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0312,003,20,42,41.777856806,-87.60282938,True,False
14085542,JK117397,2026-01-15T17:10:00.000,052XX S KENWOOD AVE,THEFT,$500 AND UNDER,APARTMENT,False,False,0234,002,4,41,41.800314243,-87.593119491,True,False
14085581,JK117853,2026-01-15T17:08:00.000,032XX W BELMONT AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1733,017,35,21,41.939315143,-87.70942733,True,False
14084791,JK117257,2026-01-15T17:06:00.000,025XX W MOFFAT ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1434,014,1,22,41.914822399,-87.690917088,True,False
14095212,JK130402,2026-01-15T17:00:00.000,038XX S COTTAGE GROVE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0212,002,4,36,41.824377565,-87.607118067,True,False
14084865,JK117291,2026-01-15T17:00:00.000,036XX N PONTIAC AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1631,016,38,17,41.94541007,-87.835236161,True,False
14085253,JK117874,2026-01-15T17:00:00.000,009XX E 43RD ST,CRIMINAL DAMAGE,TO PROPERTY,GOVERNMENT BUILDING / PROPERTY,False,False,0214,002,4,36,41.816855341,-87.603193419,True,False
14085367,JK118014,2026-01-15T17:00:00.000,009XX N LAKE SHORE DR,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1833,018,2,8,41.899490038,-87.61886669,True,False
14105280,JK142638,2026-01-15T17:00:00.000,029XX N SPAULDING AVE,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,1412,014,35,21,41.934339805,-87.709920523,True,False
14084542,JK117130,2026-01-15T17:00:00.000,005XX N MC CLURG CT,THEFT,OVER $500,SIDEWALK,False,False,1834,018,2,8,41.892144688,-87.617699811,True,False
14085045,JK117631,2026-01-15T17:00:00.000,050XX S CORNELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0222,002,5,39,41.804115983,-87.586477467,True,False
14085576,JK118117,2026-01-15T16:50:00.000,035XX S DEARBORN ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,0213,002,3,35,41.829667334,-87.628068132,True,False
14122743,JK163963,2026-01-15T16:48:00.000,009XX N ELSTON AVE,CRIMINAL DAMAGE,TO VEHICLE,AUTO / BOAT / RV DEALERSHIP,False,False,1213,012,27,24,41.899430629,-87.656627801,True,False
14084805,JK117221,2026-01-15T16:45:00.000,043XX W 55TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,0815,008,23,62,41.793131628,-87.731056559,True,False
14084498,JK117112,2026-01-15T16:39:00.000,034XX N SOUTHPORT AVE,THEFT,FROM BUILDING,DEPARTMENT STORE,False,False,1922,019,44,6,41.943907938,-87.663931887,True,False
14084355,JK116943,2026-01-15T16:38:00.000,003XX S ST LOUIS AVE,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1133,011,28,27,41.876617517,-87.713463403,True,False
14084443,JK116904,2026-01-15T16:38:00.000,032XX W 61ST ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0823,008,14,66,41.782594026,-87.704011894,True,False
14084758,JK117017,2026-01-15T16:35:00.000,091XX S BLACKSTONE AVE,DECEPTIVE PRACTICE,BOGUS CHECK,STREET,False,False,0413,004,8,48,41.728885298,-87.587957631,True,False
14084594,JK116924,2026-01-15T16:35:00.000,021XX W DEVON AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,2412,024,50,2,41.997822432,-87.684332921,True,False
14084696,JK116894,2026-01-15T16:30:00.000,130XX S ELLIS AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,0533,005,10,54,41.659368402,-87.597703677,True,False
14086158,JK119028,2026-01-15T16:30:00.000,062XX N ROCKWELL ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2413,024,50,2,41.994485787,-87.694659715,True,False
14084467,JK116925,2026-01-15T16:30:00.000,107XX S HOMAN AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2211,022,19,74,41.697986716,-87.705998202,True,False
14084684,JK116967,2026-01-15T16:30:00.000,002XX N ASHLAND AVE,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,CTA BUS,False,False,1215,012,27,28,41.885533988,-87.666983746,True,False
14084384,JK116989,2026-01-15T16:29:00.000,015XX N LATROBE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,2532,025,37,25,41.908198043,-87.757157956,True,False
14084668,JK116919,2026-01-15T16:28:00.000,019XX W CERMAK RD,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1034,010,25,31,41.852198325,-87.674377204,True,False
14084485,JK116920,2026-01-15T16:28:00.000,009XX N KOSTNER AVE,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1111,011,37,23,41.897255696,-87.736003887,True,False
14084528,JK117030,2026-01-15T16:27:00.000,057XX S CICERO AVE,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,True,False,0813,008,13,56,41.788987036,-87.74147999,True,False
14084520,JK116980,2026-01-15T16:27:00.000,041XX S CALIFORNIA AVE,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,0921,009,12,58,41.819836685,-87.694560138,True,False
14084555,JK116965,2026-01-15T16:26:00.000,015XX W 78TH ST,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,False,False,0612,006,17,71,41.752190396,-87.662387411,True,False
